Player,Nation,Team,Position,Age,Matches played,Starts,Minutes,Goals,Assists,Yellow Cards,Red Cards,Expected Goals,Expedted Assist Goals,Progressive Carries in Progression,Progressive Passes in Progression,Progressive Passes Received in Progression,Goals Scored per 90 minutes,Assists per 90 minutes,Expected Goals per 90 minutes,Expected Assists Goals per 90 minutes,Goals Against per 90 minutes,Save Percentage,Clean Sheets Percentage,Penalty Save Percentage,Percentage of shots that are on target,Shots on target per 90 minutes,Goals per shot,Average Shot Distance,Passes Completed,Pass Completion Percentage,Total Passing Distance,Passes Completion Percentage (Short),Passes Completion Percentage (Medium),Passes Completion Percentage (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes in Expected,Shot-Creating Actions,Shot-Creating Actions per 90 minutes,Goal-Creating Actions,Goal-Creating Actions per 90 minutes,Tackles,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocks,Shots Blocked,Passes Blocked,Interceptions,Touches,Touches(Defensive Penalty Area),Touches(Defensive Third),Touches(Mid Third),Touches(Attacking Third),Touches(Attacking Penalty Area),Take-Ons Attempted(Take-Ons),Percentage of Take-Ons Completed Successfully,Tackled During Take-Ons Percentage,Carries,Progressive Carrying Distance,Progressive Carries in Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Received in Receiving,Fouls Committed,Fouls Drawn,Offsides,Crosses,Ball Recoveries,Aerials Won,Aerials Lost,Aerials Won Percentage
Lucas Paquetá,BRA,West Ham,"MF,FW",27-248,30,26,"2,257",4,0,8,0,5.2,3.0,20,140,82,0.16,0.00,0.21,0.12,N/a,N/a,N/a,N/a,7.9,0.12,0.05,19.6,1047,77.4,17297,84.0,79.3,63.5,35,121,41,4,140,78,3.11,6,0.24,63,35,49,25,27,4,23,17,1672,58,338,919,428,56,42,40.5,47.6,862,1255,20,31,2,51,50,1181,82,49,57,6,28,140,47,57,45.2
Luis Díaz,COL,Liverpool,FW,28-109,33,26,"2,225",12,5,2,0,10.0,4.9,103,103,269,0.49,0.20,0.40,0.20,N/a,N/a,N/a,N/a,41.5,1.09,0.18,13.5,697,84.3,11124,88.6,86.0,82.4,54,45,43,6,103,116,4.69,16,0.65,33,21,34,21,18,0,18,7,1109,15,78,382,668,155,111,45.9,43.2,733,2803,103,53,55,51,43,878,269,48,30,10,30,98,12,33,26.7
Luis Guilherme,BRA,West Ham,"MF,FW",19-082,11,1,138,0,0,0,0,0.3,0.1,3,3,13,0.00,0.00,0.19,0.05,N/a,N/a,N/a,N/a,33.3,0.65,0.00,14.9,47,83.9,727,96.8,86.7,57.1,3,3,3,2,3,10,6.52,0,0.00,1,0,3,3,7,0,7,3,85,3,19,30,37,4,9,55.6,22.2,42,136,3,3,1,4,3,55,13,0,4,0,8,7,2,1,66.7
Luis Sinisterra,COL,Bournemouth,"FW,MF",25-319,12,1,236,1,1,0,0,1.2,1.4,19,6,38,0.38,0.38,0.46,0.54,N/a,N/a,N/a,N/a,46.2,2.29,0.08,14.8,73,78.5,1067,91.7,68.8,100.0,9,6,2,2,6,14,5.29,1,0.38,7,2,4,4,3,0,3,1,155,7,18,41,96,23,20,40.0,50.0,95,393,19,6,10,6,3,102,38,4,2,1,7,17,3,7,30.0
Luke Shaw,ENG,Manchester Utd,DF,29-294,4,1,173,0,0,1,0,0.0,0.7,6,18,7,0.00,0.00,0.02,0.37,N/a,N/a,N/a,N/a,0.0,0.00,0.00,23.1,159,84.1,2589,93.5,85.5,60.0,5,12,3,1,18,9,4.68,0,0.00,3,2,1,0,2,1,1,2,204,8,73,94,37,4,1,0.0,100.0,151,386,6,6,0,1,0,161,7,2,0,0,9,9,3,0,100.0
Luke Thomas,ENG,Leicester City,DF,23-326,10,9,783,0,0,1,0,0.1,0.1,3,26,9,0.00,0.00,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,18.7,378,78.9,6170,91.5,82.7,42.9,4,25,2,1,26,6,0.69,0,0.00,24,20,32,14,13,5,8,15,589,38,224,286,83,5,5,40.0,60.0,283,446,3,6,1,10,1,325,9,4,6,0,20,32,9,11,45.0
Luke Woolfenden,ENG,Ipswich Town,DF,26-193,14,11,"1,097",0,0,2,0,0.0,0.0,7,15,0,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,12.9,450,87.7,8278,96.6,93.4,52.2,0,27,0,0,15,2,0.16,0,0.00,9,6,5,3,21,14,7,18,638,139,365,264,9,3,0,N/a,N/a,341,1165,7,3,0,4,0,399,0,5,2,1,0,35,15,12,55.6
Mads Hermansen,DEN,Leicester City,GK,24-295,27,27,"2,385",0,0,1,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,2.19,64.5,3.7,25.0,N/a,0.00,N/a,N/a,654,61.0,17066,97.4,94.8,32.7,0,20,1,0,1,3,0.11,0,0.00,1,1,1,0,1,0,1,0,1147,831,1106,43,0,0,1,100.0,0.0,734,1904,0,0,0,1,0,625,0,0,3,0,0,17,4,1,80.0
Mads Roerslev,DEN,Brentford,DF,25-312,19,11,"1,101",0,2,2,0,0.2,3.0,17,51,54,0.00,0.16,0.02,0.24,N/a,N/a,N/a,N/a,40.0,0.16,0.00,20.8,422,78.7,6925,88.0,79.9,55.1,14,37,11,4,51,21,1.72,2,0.16,18,8,28,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,858,17,13,0,9,6,407,54,6,10,0,31,39,10,14,41.7
Malo Gusto,FRA,Chelsea,DF,21-348,28,19,"1,819",0,1,4,0,1.7,1.2,48,118,84,0.00,0.05,0.08,0.06,N/a,N/a,N/a,N/a,18.2,0.20,0.00,21.3,1168,86.4,19089,93.1,88.2,61.3,20,107,18,6,118,56,2.77,4,0.20,43,28,47,23,29,8,21,23,1553,57,375,752,438,42,15,26.7,66.7,861,2170,48,35,8,16,17,1047,84,20,18,2,51,114,8,15,34.8
Manuel Akanji,SUI,Manchester City,DF,29-287,22,20,"1,711",0,0,3,0,0.7,0.4,38,135,6,0.00,0.00,0.04,0.02,N/a,N/a,N/a,N/a,10.0,0.05,0.00,16.3,1395,93.9,22867,95.9,95.5,73.9,9,150,11,2,135,34,1.79,2,0.11,15,10,12,5,11,8,3,7,1598,108,472,776,352,11,2,100.0,0.0,1044,3286,38,52,0,4,5,1264,6,16,9,0,11,86,24,29,45.3
Manuel Ugarte Ribeiro,URU,Manchester Utd,MF,24-021,26,20,"1,616",1,1,9,0,1.0,1.1,12,55,19,0.06,0.06,0.05,0.06,N/a,N/a,N/a,N/a,16.7,0.17,0.06,22.0,715,87.5,11713,89.2,93.3,74.0,9,52,9,3,55,30,1.67,3,0.17,70,43,60,35,27,3,24,25,1047,40,300,575,190,15,31,54.8,32.3,599,1155,12,12,1,29,24,650,19,35,31,0,7,111,17,18,48.6
Marc Cucurella,ESP,Chelsea,DF,26-284,32,29,"2,628",4,1,10,1,2.6,1.9,30,104,108,0.14,0.03,0.09,0.06,N/a,N/a,N/a,N/a,40.9,0.31,0.18,16.5,1529,88.0,24117,93.9,90.0,57.4,18,108,12,3,104,46,1.58,5,0.17,58,38,50,25,40,13,27,23,2014,100,603,933,486,72,13,30.8,53.8,864,2105,30,17,2,26,6,1259,108,33,32,3,29,110,29,51,36.3
Marc Guéhi,ENG,Crystal Palace,DF,24-293,32,32,"2,879",3,2,9,1,1.9,1.2,22,126,8,0.09,0.06,0.06,0.04,N/a,N/a,N/a,N/a,50.0,0.22,0.21,10.3,1377,83.3,26335,91.1,88.8,55.3,12,127,11,3,126,38,1.19,5,0.16,56,31,45,15,53,22,31,25,1994,292,987,881,137,31,14,78.6,14.3,1065,2804,22,17,1,16,16,1243,8,22,26,1,13,135,66,50,56.9
Marco Asensio,ESP,Aston Villa,"MF,FW",29-101,9,5,481,3,1,1,0,4.2,0.8,15,31,23,0.56,0.19,0.78,0.15,N/a,N/a,N/a,N/a,47.1,1.50,0.18,18.9,171,80.3,2407,90.1,84.1,29.4,12,14,8,2,31,25,4.68,3,0.56,7,5,8,5,2,0,2,1,267,4,25,108,139,22,13,53.8,38.5,165,464,15,18,3,5,7,183,23,8,6,2,22,20,0,1,0.0
Marcos Senesi,ARG,Bournemouth,DF,27-357,15,12,"1,014",0,0,5,0,0.8,0.2,12,51,5,0.00,0.00,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,6.0,493,76.6,10211,88.0,85.9,49.7,3,73,12,3,51,16,1.42,1,0.09,35,21,30,16,15,7,8,11,783,67,349,376,67,12,9,55.6,44.4,483,1465,12,14,0,6,5,493,5,19,7,0,10,67,23,27,46.0
Marcus Rashford,ENG,Aston Villa,FW,27-183,10,4,444,2,2,0,0,3.1,2.3,22,13,42,0.41,0.41,0.62,0.46,N/a,N/a,N/a,N/a,27.8,1.01,0.06,19.4,117,71.3,1772,87.0,76.6,36.0,13,2,9,2,13,27,5.49,3,0.61,10,7,6,2,2,0,2,1,227,2,14,58,159,30,22,40.9,59.1,127,471,22,10,15,8,1,149,42,1,3,1,28,14,1,8,11.1
Marcus Rashford,ENG,Manchester Utd,"FW,MF",27-183,15,12,978,4,1,2,0,1.7,2.1,20,21,79,0.37,0.09,0.16,0.19,N/a,N/a,N/a,N/a,56.3,0.83,0.25,16.4,253,73.8,3508,83.6,65.9,50.0,15,13,16,8,21,29,2.67,1,0.09,7,4,9,6,8,0,8,4,440,3,35,189,222,34,39,23.1,66.7,293,728,20,19,12,14,6,341,79,8,7,7,27,24,5,7,41.7
Marcus Tavernier,ENG,Bournemouth,"FW,MF",26-041,25,16,"1,580",3,5,5,0,5.2,2.8,39,99,103,0.17,0.28,0.30,0.16,N/a,N/a,N/a,N/a,31.3,0.85,0.06,20.5,530,72.4,8961,85.9,78.2,43.6,36,61,29,9,99,82,4.67,10,0.57,39,23,25,16,15,3,12,4,956,18,108,358,511,49,52,42.3,51.9,540,1569,39,37,7,36,43,612,103,25,20,4,89,96,24,31,43.6
Mario Lemina,GAB,Wolves,"MF,DF",31-243,17,15,"1,364",1,3,4,0,1.4,1.1,8,48,21,0.07,0.20,0.09,0.07,N/a,N/a,N/a,N/a,27.8,0.33,0.06,21.9,493,80.4,9479,85.0,87.7,61.1,10,43,13,4,48,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25.0,382,1038,8,12,2,21,11,482,21,17,8,4,10,73,25,16,61.0
Mark Flekken,NED,Brentford,GK,31-323,33,33,"2,915",0,2,1,0,0.0,0.6,0,0,0,0.00,0.06,0.00,0.02,1.48,74.2,18.2,0.0,N/a,0.00,N/a,N/a,1144,73.3,33942,97.9,97.5,50.2,3,45,2,0,0,8,0.25,2,0.06,4,4,9,6,2,0,2,0,1661,1304,1614,52,0,0,1,100.0,0.0,1011,2907,0,0,0,3,0,920,0,0,3,0,0,36,4,0,100.0
Mark Travers,IRL,Bournemouth,GK,25-349,5,5,450,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.00,80.0,20.0,N/a,N/a,0.00,N/a,N/a,100,70.4,3469,100.0,96.2,51.8,0,3,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,162,144,159,3,0,0,0,N/a,N/a,85,188,0,0,0,0,0,68,0,0,1,0,0,3,1,0,100.0
Marshall Munetsi,ZIM,Wolves,"MF,FW",28-314,10,9,788,1,1,0,0,3.0,1.5,5,8,24,0.11,0.11,0.34,0.17,N/a,N/a,N/a,N/a,33.3,0.57,0.07,14.8,117,73.6,1420,80.4,75.0,33.3,7,4,1,0,8,16,1.83,1,0.11,19,9,18,7,9,1,8,5,274,15,41,150,85,24,7,14.3,71.4,106,123,5,3,3,26,11,138,24,13,10,3,5,29,22,17,56.4
Martin Dúbravka,SVK,Newcastle Utd,GK,36-107,10,10,900,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.20,70.7,50.0,N/a,N/a,0.00,N/a,N/a,265,79.6,5932,100.0,100.0,40.2,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,350,262,337,14,0,0,0,N/a,N/a,202,643,0,0,0,0,0,175,0,0,1,0,0,18,4,0,100.0
Martin Ødegaard,NOR,Arsenal,MF,26-136,26,23,"2,040",2,6,4,0,4.4,4.6,79,231,142,0.09,0.26,0.20,0.20,N/a,N/a,N/a,N/a,31.7,0.57,0.02,18.7,1099,82.6,17070,90.3,87.1,53.0,56,115,78,5,231,112,4.95,13,0.57,19,11,24,20,4,0,4,4,1494,6,98,625,785,104,54,40.7,55.6,1031,3279,79,72,23,28,38,1188,142,10,20,1,80,86,8,7,53.3
Mason Mount,ENG,Manchester Utd,"MF,FW",26-112,13,4,374,0,0,3,0,1.5,0.2,9,18,20,0.00,0.00,0.35,0.05,N/a,N/a,N/a,N/a,30.0,0.72,0.00,15.8,123,79.9,1727,85.7,79.5,60.0,5,9,3,1,18,14,3.37,0,0.00,8,2,8,2,7,1,6,2,200,3,27,95,81,18,4,0.0,75.0,130,278,9,9,2,9,9,151,20,13,7,0,9,11,3,6,33.3
Massimo Luongo,AUS,Ipswich Town,MF,32-219,9,2,196,0,0,0,0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,43,75.4,613,90.0,68.8,42.9,0,1,0,0,5,0,0.00,0,0.00,8,5,7,3,4,2,2,2,77,9,33,25,19,1,0,N/a,N/a,40,25,0,0,0,2,3,44,1,1,2,0,1,10,1,0,100.0
Mateo Kovačić,CRO,Manchester City,MF,30-361,28,22,"1,960",6,1,5,0,1.7,3.5,51,142,15,0.28,0.05,0.08,0.16,N/a,N/a,N/a,N/a,31.6,0.55,0.16,22.2,1523,92.5,23541,95.0,95.6,62.5,28,178,27,0,142,59,2.71,6,0.28,61,36,59,32,19,0,19,20,1859,48,274,1063,543,16,38,52.6,28.9,1259,3432,51,71,3,16,29,1506,15,22,22,0,0,109,9,7,56.3
Mateus Fernandes,POR,Southampton,MF,20-296,32,30,"2,584",2,3,8,0,3.7,2.6,72,130,99,0.07,0.10,0.13,0.09,N/a,N/a,N/a,N/a,36.8,0.49,0.05,18.6,977,79.7,16522,87.9,85.4,54.9,30,89,21,4,130,68,2.37,6,0.21,81,43,61,31,39,5,34,21,1577,57,336,774,503,45,96,44.8,45.8,814,2926,72,65,8,50,33,976,99,40,52,3,102,162,13,9,59.1
Matheus Cunha,BRA,Wolves,"MF,FW",25-340,29,26,"2,341",15,6,3,0,7.9,7.3,103,129,144,0.58,0.23,0.30,0.28,N/a,N/a,N/a,N/a,42.1,1.54,0.16,20.6,727,72.0,11575,85.3,75.8,45.6,51,88,54,10,129,117,4.50,16,0.62,35,21,35,24,19,1,18,16,1393,22,171,643,627,113,126,45.2,43.7,800,3062,103,88,35,70,47,939,144,39,69,8,120,120,10,27,27.0
Matheus Nunes,POR,Manchester City,"DF,MF",26-248,23,16,"1,404",1,5,4,0,0.9,4.2,56,66,151,0.06,0.32,0.06,0.27,N/a,N/a,N/a,N/a,42.9,0.19,0.14,18.3,885,86.5,13810,91.4,88.7,66.2,21,43,25,7,66,39,2.50,6,0.38,28,18,31,18,14,3,11,12,1166,35,207,442,522,53,33,45.5,39.4,717,1991,56,26,22,27,11,842,151,28,14,6,37,57,13,15,46.4
Mathias Jensen,DEN,Brentford,MF,29-121,20,8,793,0,2,2,0,0.2,1.6,6,55,26,0.00,0.23,0.03,0.18,N/a,N/a,N/a,N/a,16.7,0.11,0.00,23.1,332,75.1,6157,87.4,78.6,55.7,15,39,17,2,55,37,4.20,4,0.45,13,9,15,8,13,4,9,8,518,24,117,220,184,9,15,60.0,26.7,276,541,6,8,0,8,6,318,26,7,10,0,31,45,8,5,61.5
Mathys Tel,FRA,Tottenham,FW,20-005,9,7,559,2,0,0,0,2.2,0.9,16,13,50,0.32,0.00,0.35,0.15,N/a,N/a,N/a,N/a,33.3,0.97,0.06,15.7,132,73.3,2396,84.7,72.6,70.8,9,9,9,4,13,15,2.42,0,0.00,6,2,7,5,3,0,3,0,266,1,27,95,152,30,30,26.7,60.0,182,551,16,16,7,16,9,192,50,6,7,0,25,27,1,2,33.3
Mats Wieffer,NED,Brighton,"MF,DF",25-167,21,6,692,1,2,4,0,0.7,1.3,12,49,17,0.13,0.26,0.10,0.17,N/a,N/a,N/a,N/a,50.0,0.52,0.13,12.9,452,86.4,7323,91.0,88.7,75.0,12,45,5,1,49,25,3.25,3,0.39,33,19,27,11,13,1,12,11,635,30,145,345,154,14,11,36.4,54.5,374,761,12,14,1,11,8,412,17,17,6,1,7,54,23,18,56.1
Matt Doherty,IRL,Wolves,DF,33-106,27,22,"1,901",2,1,6,0,1.0,1.5,29,75,39,0.09,0.05,0.05,0.07,N/a,N/a,N/a,N/a,30.0,0.14,0.20,11.4,974,82.6,18234,90.1,86.7,62.4,11,87,14,1,75,24,1.14,3,0.14,36,20,22,7,26,15,11,21,1394,115,542,690,179,25,20,55.0,30.0,730,2034,29,19,4,11,5,883,39,18,11,2,18,98,48,19,71.6
Matt O'Riley,DEN,Brighton,MF,24-162,17,9,758,1,1,1,0,2.0,1.5,17,33,45,0.12,0.12,0.23,0.18,N/a,N/a,N/a,N/a,30.0,0.71,0.05,16.8,271,79.0,4302,90.8,80.4,51.9,16,26,7,0,33,35,4.16,4,0.48,15,9,12,8,6,3,3,12,437,16,66,194,179,36,12,58.3,33.3,232,471,17,11,6,14,3,259,45,11,11,1,42,23,4,7,36.4
Matthijs de Ligt,NED,Manchester Utd,DF,25-263,28,24,"2,089",2,0,3,0,2.5,0.3,7,55,6,0.09,0.00,0.11,0.01,N/a,N/a,N/a,N/a,50.0,0.39,0.11,7.9,1225,90.1,21549,94.1,94.5,50.5,6,63,2,1,55,14,0.60,1,0.04,30,22,32,9,29,21,8,33,1584,181,813,722,56,29,4,50.0,50.0,1063,2219,7,3,0,5,3,1142,6,16,12,2,6,66,57,29,66.3
Matty Cash,POL,Aston Villa,DF,27-268,23,20,"1,710",1,1,6,0,0.3,1.1,44,38,70,0.05,0.05,0.02,0.06,N/a,N/a,N/a,N/a,40.0,0.21,0.10,19.0,607,78.6,10099,89.7,79.8,49.4,10,36,8,4,38,22,1.16,2,0.11,46,26,33,10,17,6,11,21,963,70,350,382,242,37,32,46.9,43.8,479,1576,44,33,4,17,6,547,70,24,15,1,30,61,17,19,47.2
Matz Sels,BEL,Nott'ham Forest,GK,33-065,34,34,"3,060",0,0,3,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.21,73.8,38.2,0.0,N/a,0.00,N/a,N/a,454,50.5,17284,100.0,97.8,36.6,1,39,2,0,1,6,0.18,0,0.00,1,1,1,0,0,0,0,0,990,757,975,15,0,0,0,N/a,N/a,483,1485,0,0,0,0,0,383,0,0,10,0,0,11,14,2,87.5
Max Kilman,ENG,West Ham,DF,27-344,34,34,"2,988",0,1,4,0,1.4,1.2,29,106,6,0.00,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.2,0.06,0.00,8.4,1511,86.9,29227,92.2,92.8,58.4,16,100,4,0,106,28,0.84,3,0.09,30,17,23,4,55,37,18,37,2113,428,1178,848,103,30,20,70.0,10.0,1119,2917,29,12,2,16,2,1404,6,17,12,2,3,135,101,48,67.8
Maxence Lacroix,FRA,Crystal Palace,DF,25-026,31,31,"2,756",1,1,5,0,2.8,0.8,8,59,7,0.03,0.03,0.09,0.02,N/a,N/a,N/a,N/a,20.0,0.16,0.04,11.8,1093,81.9,22521,85.3,90.9,55.3,6,66,2,1,59,26,0.85,4,0.13,67,40,47,15,41,16,25,50,1737,314,1060,612,72,36,13,61.5,23.1,931,1946,8,4,0,21,3,1024,7,31,18,1,6,121,54,44,55.1
Michael Kayode,ITA,Brentford,DF,20-296,8,2,211,0,0,1,0,0.1,0.2,4,2,11,0.00,0.00,0.02,0.06,N/a,N/a,N/a,N/a,0.0,0.00,0.00,20.5,58,65.9,1060,73.3,68.9,45.5,2,3,1,1,2,6,2.56,1,0.43,11,7,5,0,0,0,0,2,114,13,47,37,32,7,3,66.7,33.3,42,140,4,2,2,3,0,40,11,5,1,0,7,14,1,1,50.0
Michael Keane,ENG,Everton,DF,32-111,11,9,852,2,0,5,0,0.4,0.1,1,12,3,0.21,0.00,0.05,0.01,N/a,N/a,N/a,N/a,37.5,0.32,0.25,14.8,258,81.6,5895,88.5,90.3,75.3,2,17,0,0,12,6,0.63,0,0.00,10,7,13,6,11,7,4,10,426,85,241,169,18,14,1,0.0,100.0,189,236,1,1,0,1,2,240,3,9,0,0,1,24,20,14,58.8
Michail Antonio,JAM,West Ham,FW,35-035,14,11,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,N/a,N/a,N/a,N/a,21.1,0.43,0.05,12.6,114,60.6,2183,72.2,59.7,71.0,9,11,6,2,18,22,2.37,4,0.43,2,2,3,1,6,0,6,0,296,3,26,124,151,36,27,33.3,48.1,173,695,29,13,9,35,19,221,59,12,7,4,25,22,17,22,43.6
Micky van de Ven,NED,Tottenham,DF,24-013,12,11,950,0,2,4,0,0.6,1.2,8,51,1,0.00,0.19,0.05,0.11,N/a,N/a,N/a,N/a,33.3,0.19,0.00,11.1,706,91.0,13313,91.7,96.5,62.5,2,50,1,0,51,11,1.04,2,0.19,10,6,14,6,9,6,3,10,862,101,442,393,36,9,8,50.0,50.0,599,1388,8,10,1,5,4,629,1,10,8,0,0,61,19,18,51.4
Miguel Almirón,PAR,Newcastle Utd,FW,31-081,9,1,157,0,0,0,0,0.5,0.3,3,6,18,0.00,0.00,0.30,0.15,N/a,N/a,N/a,N/a,33.3,1.15,0.00,14.2,54,81.8,707,92.9,81.3,33.3,3,3,1,0,6,8,4.59,0,0.00,3,2,3,1,2,0,2,0,81,1,10,35,36,9,2,50.0,50.0,54,93,3,3,2,0,2,59,18,1,3,2,0,4,0,2,0.0
Mikel Merino,ESP,Arsenal,"MF,FW",28-314,25,15,"1,401",6,2,2,0,4.4,1.9,9,61,86,0.39,0.13,0.28,0.12,N/a,N/a,N/a,N/a,37.5,0.77,0.19,10.5,412,77.9,5686,87.0,78.3,53.3,15,33,24,4,61,39,2.51,4,0.26,38,22,29,14,17,5,12,13,709,35,127,300,291,72,17,41.2,35.3,349,638,9,12,4,21,22,460,86,35,20,7,12,76,57,52,52.3
Mikey Moore,ENG,Tottenham,"FW,MF",17-264,7,2,185,0,1,0,0,0.2,0.3,9,7,30,0.00,0.49,0.10,0.16,N/a,N/a,N/a,N/a,0.0,0.00,0.00,19.5,48,71.6,593,96.8,65.0,20.0,3,1,5,1,7,10,4.86,2,0.97,0,0,1,1,1,0,1,1,96,1,10,22,65,12,11,9.1,81.8,68,239,9,3,4,6,4,73,30,3,4,2,12,5,1,4,20.0
Mikkel Damsgaard,DEN,Brentford,"MF,FW",24-303,34,30,"2,578",2,10,2,0,2.6,7.7,63,208,117,0.07,0.35,0.09,0.27,N/a,N/a,N/a,N/a,21.9,0.24,0.06,17.5,981,72.9,16868,85.6,73.2,53.6,57,149,66,17,208,112,3.91,21,0.73,74,41,70,43,34,2,32,25,1657,34,303,754,622,70,90,52.2,35.6,942,2666,63,42,9,53,43,1098,117,17,26,6,122,156,12,25,32.4
Milos Kerkez,HUN,Bournemouth,DF,21-176,34,34,"2,987",2,5,4,0,0.5,3.4,93,143,163,0.06,0.15,0.02,0.10,N/a,N/a,N/a,N/a,29.4,0.15,0.12,20.4,1175,75.2,18321,89.1,77.9,36.5,31,79,35,22,143,75,2.26,9,0.27,49,26,36,14,36,11,25,40,1915,104,494,805,639,57,44,45.5,31.8,952,3268,93,65,15,43,18,1032,163,27,44,1,120,153,25,46,35.2
Mohamed Salah,EGY,Liverpool,FW,32-321,34,34,"3,011",28,18,1,0,23.9,12.8,142,129,425,0.84,0.54,0.71,0.38,N/a,N/a,N/a,N/a,42.3,1.40,0.17,14.8,811,71.3,12057,83.7,69.9,58.9,80,49,82,13,129,153,4.57,26,0.78,20,11,16,9,11,0,11,7,1526,10,88,464,993,320,123,44.7,52.0,1046,3303,142,54,113,105,62,1276,425,22,33,16,67,93,9,12,42.9
Mohammed Kudus,GHA,West Ham,"FW,MF",24-273,28,28,"2,331",4,2,1,1,6.5,2.3,88,74,194,0.15,0.08,0.25,0.09,N/a,N/a,N/a,N/a,29.9,0.77,0.06,15.6,640,83.6,10429,90.0,89.3,68.5,27,42,26,12,74,95,3.67,6,0.23,33,19,27,17,23,1,22,4,1141,12,158,466,558,115,188,44.7,46.3,748,2317,88,56,39,66,88,888,194,35,58,18,70,125,10,35,22.2
Moisés Caicedo,ECU,Chelsea,MF,23-181,34,34,"2,991",1,2,10,0,0.8,2.9,38,194,33,0.03,0.06,0.02,0.09,N/a,N/a,N/a,N/a,16.7,0.09,0.06,25.1,1792,89.7,31004,92.2,92.5,77.8,28,215,31,2,194,90,2.71,7,0.21,100,63,80,30,44,9,35,47,2340,85,502,1442,421,12,54,42.6,35.2,1308,2919,38,28,2,35,23,1642,33,61,54,0,8,197,30,15,66.7
Morato,BRA,Nott'ham Forest,DF,23-306,23,5,799,0,0,2,0,0.2,0.0,0,14,1,0.00,0.00,0.02,0.00,N/a,N/a,N/a,N/a,50.0,0.11,0.00,8.6,181,74.2,3048,83.7,83.5,35.7,0,11,0,0,14,3,0.34,0,0.00,21,13,20,7,11,4,7,10,382,82,237,128,19,2,1,100.0,0.0,124,273,0,2,0,6,3,158,1,10,2,0,0,31,5,13,27.8
Morgan Gibbs-White,ENG,Nott'ham Forest,MF,25-095,30,30,"2,451",5,7,10,1,4.7,4.5,63,145,116,0.18,0.26,0.17,0.16,N/a,N/a,N/a,N/a,34.0,0.66,0.09,17.0,861,78.1,13222,85.1,81.0,58.1,46,114,35,7,145,101,3.71,17,0.62,39,18,30,15,15,4,11,18,1424,33,169,718,560,86,74,40.5,45.9,812,2352,63,46,12,66,39,1072,116,33,36,7,37,115,37,47,44.0
Morgan Rogers,ENG,Aston Villa,"FW,MF",22-280,33,33,"2,763",8,8,9,0,6.1,6.9,102,113,171,0.26,0.26,0.20,0.22,N/a,N/a,N/a,N/a,36.5,0.62,0.15,15.8,606,73.9,8871,81.4,76.6,80.0,45,69,51,2,113,95,3.10,13,0.42,35,18,38,20,24,7,17,5,1229,36,182,535,537,133,145,41.4,45.5,718,2908,102,62,32,102,67,866,171,46,47,2,21,103,11,43,20.4
Murillo,BRA,Nott'ham Forest,DF,22-302,33,33,"2,928",1,0,5,0,1.4,1.1,20,102,5,0.03,0.00,0.04,0.03,N/a,N/a,N/a,N/a,21.7,0.15,0.04,22.5,1015,77.9,20088,90.1,87.4,48.5,13,116,12,1,102,37,1.14,2,0.06,52,36,45,19,66,43,23,30,1728,384,885,764,93,20,33,78.8,21.2,736,2203,20,24,1,18,10,874,5,25,4,0,12,129,42,19,68.9
Mykhailo Mudryk,UKR,Chelsea,FW,24-117,7,1,151,0,0,0,0,0.3,1.0,7,5,12,0.00,0.00,0.15,0.58,N/a,N/a,N/a,N/a,100.0,0.60,0.00,11.6,28,66.7,431,70.8,66.7,50.0,2,2,2,1,5,6,3.60,0,0.00,2,2,0,0,3,1,2,0,62,3,12,15,38,6,8,37.5,62.5,39,227,7,8,0,3,7,42,12,2,2,1,7,9,2,4,33.3
Myles Lewis-Skelly,ENG,Arsenal,DF,18-218,19,12,"1,078",1,0,2,2,0.1,0.3,29,57,32,0.08,0.00,0.01,0.03,N/a,N/a,N/a,N/a,50.0,0.08,0.50,14.3,549,90.7,8096,95.7,90.8,63.2,6,54,8,1,57,21,1.75,0,0.00,21,14,9,0,1,0,1,6,705,18,124,386,208,14,26,46.2,34.6,402,1332,29,21,5,9,8,482,32,10,35,0,8,42,7,7,50.0
